date,kelurahan,city,precipitation_mm,temp_max_c,wind_max_kmh,is_weekend,is_holiday,event_attendance,waste_tons,source
2025-08-25,Gambir,Jakarta Pusat,2.4,31.6,8.2,0,0,0,1029.9,synthetic_from_weather_and_case_assumptions
2025-08-26,Gambir,Jakarta Pusat,0.0,33.3,10.0,0,0,0,955.5,synthetic_from_weather_and_case_assumptions
2025-08-27,Gambir,Jakarta Pusat,0.3,36.7,12.5,0,0,0,939.4,synthetic_from_weather_and_case_assumptions
2025-08-28,Gambir,Jakarta Pusat,9.5,34.5,12.7,0,0,0,1011.3,synthetic_from_weather_and_case_assumptions
2025-08-29,Gambir,Jakarta Pusat,9.5,32.6,8.5,0,0,0,950.9,synthetic_from_weather_and_case_assumptions
2025-08-30,Gambir,Jakarta Pusat,7.1,31.8,10.3,1,0,0,1014.7,synthetic_from_weather_and_case_assumptions
2025-08-31,Gambir,Jakarta Pusat,6.4,31.1,10.9,1,0,50996,1011.1,synthetic_from_weather_and_case_assumptions
2025-09-01,Gambir,Jakarta Pusat,1.8,33.6,10.9,0,0,0,1123.1,synthetic_from_weather_and_case_assumptions
2025-09-02,Gambir,Jakarta Pusat,0.0,34.3,13.5,0,0,0,992.3,synthetic_from_weather_and_case_assumptions
2025-09-03,Gambir,Jakarta Pusat,0.0,36.0,18.2,0,0,0,944.5,synthetic_from_weather_and_case_assumptions
2025-09-04,Gambir,Jakarta Pusat,1.4,35.8,13.6,0,0,0,1008.1,synthetic_from_weather_and_case_assumptions
2025-09-05,Gambir,Jakarta Pusat,1.6,35.2,10.9,0,0,0,987.5,synthetic_from_weather_and_case_assumptions
2025-09-06,Gambir,Jakarta Pusat,1.4,32.5,9.3,1,0,0,1019.4,synthetic_from_weather_and_case_assumptions
2025-09-07,Gambir,Jakarta Pusat,0.3,34.5,11.9,1,0,46677,1107.4,synthetic_from_weather_and_case_assumptions
2025-09-08,Gambir,Jakarta Pusat,3.3,33.8,10.4,0,0,0,1049.0,synthetic_from_weather_and_case_assumptions
2025-09-09,Gambir,Jakarta Pusat,11.5,30.1,8.3,0,0,0,989.7,synthetic_from_weather_and_case_assumptions
2025-09-10,Gambir,Jakarta Pusat,18.2,31.1,9.3,0,0,0,1006.6,synthetic_from_weather_and_case_assumptions
2025-09-11,Gambir,Jakarta Pusat,9.6,27.9,8.5,0,0,0,1000.6,synthetic_from_weather_and_case_assumptions
2025-09-12,Gambir,Jakarta Pusat,6.6,31.6,7.9,0,0,0,860.0,synthetic_from_weather_and_case_assumptions
2025-09-13,Gambir,Jakarta Pusat,0.0,32.3,6.9,1,0,0,931.1,synthetic_from_weather_and_case_assumptions
2025-09-14,Gambir,Jakarta Pusat,1.0,32.2,12.9,1,0,32478,1147.1,synthetic_from_weather_and_case_assumptions
2025-09-15,Gambir,Jakarta Pusat,0.0,32.3,10.0,0,0,0,1096.9,synthetic_from_weather_and_case_assumptions
2025-09-16,Gambir,Jakarta Pusat,3.3,33.5,9.8,0,0,0,983.6,synthetic_from_weather_and_case_assumptions
2025-09-17,Gambir,Jakarta Pusat,9.2,30.6,10.6,0,0,0,1054.8,synthetic_from_weather_and_case_assumptions
2025-09-18,Gambir,Jakarta Pusat,7.7,28.0,6.8,0,0,0,1033.1,synthetic_from_weather_and_case_assumptions
2025-09-19,Gambir,Jakarta Pusat,6.6,29.9,10.0,0,0,0,1209.7,synthetic_from_weather_and_case_assumptions
2025-09-20,Gambir,Jakarta Pusat,8.5,30.5,19.9,1,0,0,1127.6,synthetic_from_weather_and_case_assumptions
2025-09-21,Gambir,Jakarta Pusat,3.2,32.0,9.5,1,0,26181,1051.5,synthetic_from_weather_and_case_assumptions
2025-09-22,Gambir,Jakarta Pusat,7.7,33.1,10.6,0,0,0,950.8,synthetic_from_weather_and_case_assumptions
2025-09-23,Gambir,Jakarta Pusat,2.1,32.0,9.9,0,0,0,891.8,synthetic_from_weather_and_case_assumptions
2025-09-24,Gambir,Jakarta Pusat,0.1,32.5,9.5,0,0,0,1003.5,synthetic_from_weather_and_case_assumptions
2025-09-25,Gambir,Jakarta Pusat,3.1,32.3,9.2,0,0,0,950.0,synthetic_from_weather_and_case_assumptions
2025-09-26,Gambir,Jakarta Pusat,4.1,35.0,13.2,0,0,0,909.7,synthetic_from_weather_and_case_assumptions
2025-09-27,Gambir,Jakarta Pusat,9.6,32.9,10.2,1,0,0,1016.1,synthetic_from_weather_and_case_assumptions
2025-09-28,Gambir,Jakarta Pusat,1.3,35.1,16.2,1,0,26352,984.0,synthetic_from_weather_and_case_assumptions
2025-09-29,Gambir,Jakarta Pusat,25.9,32.3,9.0,0,0,0,1176.6,synthetic_from_weather_and_case_assumptions
2025-09-30,Gambir,Jakarta Pusat,9.0,31.6,8.1,0,0,0,1074.0,synthetic_from_weather_and_case_assumptions
2025-10-01,Gambir,Jakarta Pusat,11.4,30.7,14.4,0,0,0,1023.3,synthetic_from_weather_and_case_assumptions
2025-10-02,Gambir,Jakarta Pusat,29.4,28.2,8.9,0,0,0,1173.5,synthetic_from_weather_and_case_assumptions
2025-10-03,Gambir,Jakarta Pusat,5.8,33.0,8.1,0,0,0,1012.3,synthetic_from_weather_and_case_assumptions
2025-10-04,Gambir,Jakarta Pusat,0.1,32.8,11.0,1,0,0,973.9,synthetic_from_weather_and_case_assumptions
2025-10-05,Gambir,Jakarta Pusat,3.0,32.2,12.7,1,0,48249,1175.7,synthetic_from_weather_and_case_assumptions
2025-10-06,Gambir,Jakarta Pusat,0.0,33.3,13.9,0,0,0,1025.0,synthetic_from_weather_and_case_assumptions
2025-10-07,Gambir,Jakarta Pusat,13.5,32.2,9.8,0,0,0,962.7,synthetic_from_weather_and_case_assumptions
2025-10-08,Gambir,Jakarta Pusat,1.2,32.8,8.1,0,0,0,981.2,synthetic_from_weather_and_case_assumptions
2025-10-09,Gambir,Jakarta Pusat,22.9,33.0,13.3,0,0,0,1001.1,synthetic_from_weather_and_case_assumptions
2025-10-10,Gambir,Jakarta Pusat,2.0,34.0,11.3,0,0,0,906.1,synthetic_from_weather_and_case_assumptions
2025-10-11,Gambir,Jakarta Pusat,0.5,34.6,9.0,1,0,0,1091.3,synthetic_from_weather_and_case_assumptions
2025-10-12,Gambir,Jakarta Pusat,0.3,35.9,11.9,1,0,43219,1188.8,synthetic_from_weather_and_case_assumptions
2025-10-13,Gambir,Jakarta Pusat,1.5,34.9,14.3,0,0,0,903.5,synthetic_from_weather_and_case_assumptions
2025-10-14,Gambir,Jakarta Pusat,0.2,35.4,15.4,0,0,0,1027.2,synthetic_from_weather_and_case_assumptions
2025-10-15,Gambir,Jakarta Pusat,5.8,34.2,11.4,0,0,0,964.9,synthetic_from_weather_and_case_assumptions
2025-10-16,Gambir,Jakarta Pusat,0.2,36.0,13.7,0,0,0,958.9,synthetic_from_weather_and_case_assumptions
2025-10-17,Gambir,Jakarta Pusat,22.6,33.0,12.3,0,0,0,1018.6,synthetic_from_weather_and_case_assumptions
2025-10-18,Gambir,Jakarta Pusat,2.5,32.3,8.7,1,0,0,980.9,synthetic_from_weather_and_case_assumptions
2025-10-19,Gambir,Jakarta Pusat,0.6,32.7,8.8,1,0,47759,1072.4,synthetic_from_weather_and_case_assumptions
2025-10-20,Gambir,Jakarta Pusat,1.4,32.8,11.9,0,0,0,940.1,synthetic_from_weather_and_case_assumptions
2025-10-21,Gambir,Jakarta Pusat,1.3,33.3,12.2,0,0,0,1011.4,synthetic_from_weather_and_case_assumptions
2025-10-22,Gambir,Jakarta Pusat,12.0,34.5,9.1,0,0,0,1022.4,synthetic_from_weather_and_case_assumptions
2025-10-23,Gambir,Jakarta Pusat,18.2,31.4,11.1,0,0,0,1028.5,synthetic_from_weather_and_case_assumptions
2025-10-24,Gambir,Jakarta Pusat,22.1,30.2,13.3,0,0,0,996.6,synthetic_from_weather_and_case_assumptions
2025-10-25,Gambir,Jakarta Pusat,0.2,32.2,12.0,1,0,0,992.7,synthetic_from_weather_and_case_assumptions
2025-10-26,Gambir,Jakarta Pusat,23.1,31.2,11.2,1,0,46941,1184.5,synthetic_from_weather_and_case_assumptions
2025-10-27,Gambir,Jakarta Pusat,4.6,31.5,7.2,0,0,0,1036.2,synthetic_from_weather_and_case_assumptions
2025-10-28,Gambir,Jakarta Pusat,13.8,27.9,7.1,0,0,0,967.4,synthetic_from_weather_and_case_assumptions
2025-10-29,Gambir,Jakarta Pusat,8.2,30.2,7.4,0,0,0,1020.8,synthetic_from_weather_and_case_assumptions
2025-10-30,Gambir,Jakarta Pusat,3.4,32.8,10.7,0,0,0,1048.9,synthetic_from_weather_and_case_assumptions
2025-10-31,Gambir,Jakarta Pusat,5.1,33.0,8.7,0,0,0,896.6,synthetic_from_weather_and_case_assumptions
2025-11-01,Gambir,Jakarta Pusat,10.4,33.0,8.1,1,0,0,1183.5,synthetic_from_weather_and_case_assumptions
2025-11-02,Gambir,Jakarta Pusat,9.5,31.5,9.7,1,0,50606,1139.2,synthetic_from_weather_and_case_assumptions
2025-11-03,Gambir,Jakarta Pusat,9.4,32.0,8.6,0,0,0,1139.4,synthetic_from_weather_and_case_assumptions
2025-11-04,Gambir,Jakarta Pusat,0.6,32.3,11.9,0,0,0,1017.5,synthetic_from_weather_and_case_assumptions
2025-11-05,Gambir,Jakarta Pusat,1.1,30.0,12.8,0,0,0,946.0,synthetic_from_weather_and_case_assumptions
2025-11-06,Gambir,Jakarta Pusat,5.3,30.2,14.7,0,0,0,971.9,synthetic_from_weather_and_case_assumptions
2025-11-07,Gambir,Jakarta Pusat,1.4,33.0,12.9,0,0,0,1077.1,synthetic_from_weather_and_case_assumptions
2025-11-08,Gambir,Jakarta Pusat,4.4,28.6,13.7,1,0,0,1144.3,synthetic_from_weather_and_case_assumptions
2025-11-09,Gambir,Jakarta Pusat,0.4,33.8,15.3,1,0,23550,1069.9,synthetic_from_weather_and_case_assumptions
2025-11-10,Gambir,Jakarta Pusat,14.9,33.3,13.1,0,0,0,1161.8,synthetic_from_weather_and_case_assumptions
2025-11-11,Gambir,Jakarta Pusat,12.8,30.5,14.0,0,0,0,993.6,synthetic_from_weather_and_case_assumptions
2025-11-12,Gambir,Jakarta Pusat,8.2,29.6,14.5,0,0,0,1090.9,synthetic_from_weather_and_case_assumptions
2025-11-13,Gambir,Jakarta Pusat,3.3,28.2,14.0,0,0,0,994.8,synthetic_from_weather_and_case_assumptions
2025-11-14,Gambir,Jakarta Pusat,9.1,28.9,12.8,0,0,0,1052.6,synthetic_from_weather_and_case_assumptions
2025-11-15,Gambir,Jakarta Pusat,14.0,31.2,13.2,1,0,0,1160.2,synthetic_from_weather_and_case_assumptions
2025-11-16,Gambir,Jakarta Pusat,1.8,31.5,13.0,1,0,26449,1080.0,synthetic_from_weather_and_case_assumptions
2025-11-17,Gambir,Jakarta Pusat,1.1,31.4,16.7,0,0,0,1045.7,synthetic_from_weather_and_case_assumptions
2025-11-18,Gambir,Jakarta Pusat,16.4,29.5,12.8,0,0,0,1192.4,synthetic_from_weather_and_case_assumptions
2025-11-19,Gambir,Jakarta Pusat,10.3,30.5,10.0,0,0,0,1061.7,synthetic_from_weather_and_case_assumptions
2025-11-20,Gambir,Jakarta Pusat,22.2,29.0,14.1,0,0,0,1199.1,synthetic_from_weather_and_case_assumptions
2025-11-21,Gambir,Jakarta Pusat,1.7,32.0,14.1,0,0,0,995.3,synthetic_from_weather_and_case_assumptions
2025-11-22,Gambir,Jakarta Pusat,1.5,32.1,12.6,1,0,0,1154.0,synthetic_from_weather_and_case_assumptions
2025-11-23,Gambir,Jakarta Pusat,6.5,30.1,13.5,1,0,23972,1254.5,synthetic_from_weather_and_case_assumptions
2025-11-24,Gambir,Jakarta Pusat,0.0,33.8,13.9,0,0,0,895.7,synthetic_from_weather_and_case_assumptions
2025-11-25,Gambir,Jakarta Pusat,0.0,33.5,14.3,0,0,0,1013.3,synthetic_from_weather_and_case_assumptions
2025-11-26,Gambir,Jakarta Pusat,1.7,32.7,11.9,0,0,0,1115.2,synthetic_from_weather_and_case_assumptions
2025-11-27,Gambir,Jakarta Pusat,2.2,33.9,8.5,0,0,0,1062.0,synthetic_from_weather_and_case_assumptions
2025-11-28,Gambir,Jakarta Pusat,0.8,35.0,9.1,0,0,0,1097.8,synthetic_from_weather_and_case_assumptions
2025-11-29,Gambir,Jakarta Pusat,8.4,35.2,12.6,1,0,0,1096.5,synthetic_from_weather_and_case_assumptions
2025-11-30,Gambir,Jakarta Pusat,4.8,32.7,11.5,1,0,46386,1173.1,synthetic_from_weather_and_case_assumptions
2025-12-01,Gambir,Jakarta Pusat,5.1,33.7,9.5,0,0,0,1074.6,synthetic_from_weather_and_case_assumptions
2025-12-02,Gambir,Jakarta Pusat,4.0,32.1,9.3,0,0,0,1164.0,synthetic_from_weather_and_case_assumptions
2025-12-03,Gambir,Jakarta Pusat,12.9,31.9,12.2,0,0,0,1128.4,synthetic_from_weather_and_case_assumptions
2025-12-04,Gambir,Jakarta Pusat,12.0,27.6,6.6,0,0,0,1131.4,synthetic_from_weather_and_case_assumptions
2025-12-05,Gambir,Jakarta Pusat,3.7,31.5,9.4,0,0,0,1052.2,synthetic_from_weather_and_case_assumptions
2025-12-06,Gambir,Jakarta Pusat,2.6,29.6,10.5,1,0,0,1086.1,synthetic_from_weather_and_case_assumptions
2025-12-07,Gambir,Jakarta Pusat,4.8,31.1,9.3,1,0,42236,1133.1,synthetic_from_weather_and_case_assumptions
2025-12-08,Gambir,Jakarta Pusat,1.7,31.2,14.8,0,0,0,1102.3,synthetic_from_weather_and_case_assumptions
2025-12-09,Gambir,Jakarta Pusat,1.4,30.5,7.7,0,0,0,1044.1,synthetic_from_weather_and_case_assumptions
2025-12-10,Gambir,Jakarta Pusat,1.5,31.2,9.6,0,0,0,1094.4,synthetic_from_weather_and_case_assumptions
2025-12-11,Gambir,Jakarta Pusat,3.0,31.4,10.3,0,0,0,1224.5,synthetic_from_weather_and_case_assumptions
2025-12-12,Gambir,Jakarta Pusat,2.2,33.9,7.3,0,0,0,1137.4,synthetic_from_weather_and_case_assumptions
2025-12-13,Gambir,Jakarta Pusat,0.2,33.2,14.8,1,0,0,1089.7,synthetic_from_weather_and_case_assumptions
2025-12-14,Gambir,Jakarta Pusat,4.0,31.5,16.9,1,0,27161,1232.4,synthetic_from_weather_and_case_assumptions
2025-12-15,Gambir,Jakarta Pusat,3.1,32.8,25.1,0,0,0,1050.5,synthetic_from_weather_and_case_assumptions
2025-12-16,Gambir,Jakarta Pusat,5.3,33.2,22.8,0,0,0,943.1,synthetic_from_weather_and_case_assumptions
2025-12-17,Gambir,Jakarta Pusat,1.0,31.6,21.1,0,0,0,1001.6,synthetic_from_weather_and_case_assumptions
2025-12-18,Gambir,Jakarta Pusat,10.7,31.4,20.9,0,0,0,972.2,synthetic_from_weather_and_case_assumptions
2025-12-19,Gambir,Jakarta Pusat,16.0,30.8,16.4,0,0,0,1095.8,synthetic_from_weather_and_case_assumptions
2025-12-20,Gambir,Jakarta Pusat,1.6,31.0,14.3,1,0,46295,1158.0,synthetic_from_weather_and_case_assumptions
2025-12-21,Gambir,Jakarta Pusat,11.8,30.6,13.6,1,0,75021,1331.7,synthetic_from_weather_and_case_assumptions
2025-12-22,Gambir,Jakarta Pusat,6.7,31.0,13.0,0,0,65146,1169.4,synthetic_from_weather_and_case_assumptions
2025-12-23,Gambir,Jakarta Pusat,1.4,32.2,12.5,0,0,59400,1109.1,synthetic_from_weather_and_case_assumptions
2025-12-24,Gambir,Jakarta Pusat,11.7,31.2,11.1,0,0,39186,1198.5,synthetic_from_weather_and_case_assumptions
2025-12-25,Gambir,Jakarta Pusat,8.3,33.7,10.7,0,0,57648,989.9,synthetic_from_weather_and_case_assumptions
2025-12-26,Gambir,Jakarta Pusat,13.0,30.4,12.3,0,0,42025,1163.4,synthetic_from_weather_and_case_assumptions
2025-12-27,Gambir,Jakarta Pusat,1.5,32.2,17.0,1,0,48254,1212.2,synthetic_from_weather_and_case_assumptions
2025-12-28,Gambir,Jakarta Pusat,11.8,32.1,13.7,1,0,96689,1128.7,synthetic_from_weather_and_case_assumptions
2025-12-29,Gambir,Jakarta Pusat,2.5,31.8,10.7,0,0,87310,1232.2,synthetic_from_weather_and_case_assumptions
2025-12-30,Gambir,Jakarta Pusat,35.4,31.3,12.0,0,0,34940,1236.4,synthetic_from_weather_and_case_assumptions
2025-12-31,Gambir,Jakarta Pusat,30.6,28.4,13.6,0,0,59041,1188.7,synthetic_from_weather_and_case_assumptions
2026-01-01,Gambir,Jakarta Pusat,7.4,30.1,10.0,0,1,0,1265.7,synthetic_from_weather_and_case_assumptions
2026-01-02,Gambir,Jakarta Pusat,36.5,29.8,9.4,0,0,0,1345.7,synthetic_from_weather_and_case_assumptions
2026-01-03,Gambir,Jakarta Pusat,15.6,27.1,10.5,1,0,0,1174.8,synthetic_from_weather_and_case_assumptions
2026-01-04,Gambir,Jakarta Pusat,5.0,29.7,9.3,1,0,26416,1168.0,synthetic_from_weather_and_case_assumptions
2026-01-05,Gambir,Jakarta Pusat,3.4,30.4,10.3,0,0,0,1047.9,synthetic_from_weather_and_case_assumptions
2026-01-06,Gambir,Jakarta Pusat,1.6,31.7,10.6,0,0,0,1014.7,synthetic_from_weather_and_case_assumptions
2026-01-07,Gambir,Jakarta Pusat,7.5,30.1,10.6,0,0,0,1151.5,synthetic_from_weather_and_case_assumptions
2026-01-08,Gambir,Jakarta Pusat,0.4,29.6,12.5,0,0,0,1010.4,synthetic_from_weather_and_case_assumptions
2026-01-09,Gambir,Jakarta Pusat,2.3,30.8,14.7,0,0,0,1081.6,synthetic_from_weather_and_case_assumptions
2026-01-10,Gambir,Jakarta Pusat,6.5,27.5,13.6,1,0,0,1099.3,synthetic_from_weather_and_case_assumptions
2026-01-11,Gambir,Jakarta Pusat,9.2,28.4,14.4,1,0,23315,1195.0,synthetic_from_weather_and_case_assumptions
2026-01-12,Gambir,Jakarta Pusat,37.8,27.8,14.4,0,0,0,1213.9,synthetic_from_weather_and_case_assumptions
2026-01-13,Gambir,Jakarta Pusat,3.0,28.5,16.6,0,0,0,1151.7,synthetic_from_weather_and_case_assumptions
2026-01-14,Gambir,Jakarta Pusat,11.7,28.4,14.7,0,0,0,1070.9,synthetic_from_weather_and_case_assumptions
2026-01-15,Gambir,Jakarta Pusat,7.4,28.8,14.0,0,0,0,1074.0,synthetic_from_weather_and_case_assumptions
2026-01-16,Gambir,Jakarta Pusat,17.6,29.5,13.2,0,1,0,1185.2,synthetic_from_weather_and_case_assumptions
2026-01-17,Gambir,Jakarta Pusat,40.6,28.5,12.5,1,0,0,1211.0,synthetic_from_weather_and_case_assumptions
2026-01-18,Gambir,Jakarta Pusat,52.2,27.8,11.7,1,0,20967,1323.8,synthetic_from_weather_and_case_assumptions
2026-01-19,Gambir,Jakarta Pusat,2.5,28.9,12.3,0,0,0,1130.4,synthetic_from_weather_and_case_assumptions
2026-01-20,Gambir,Jakarta Pusat,13.5,29.0,11.7,0,0,0,1047.8,synthetic_from_weather_and_case_assumptions
2026-01-21,Gambir,Jakarta Pusat,8.5,28.0,18.9,0,0,0,1157.5,synthetic_from_weather_and_case_assumptions
2026-01-22,Gambir,Jakarta Pusat,29.4,26.4,11.7,0,0,0,1258.7,synthetic_from_weather_and_case_assumptions
2026-01-23,Gambir,Jakarta Pusat,44.2,27.9,14.9,0,0,0,1240.0,synthetic_from_weather_and_case_assumptions
2026-01-24,Gambir,Jakarta Pusat,2.5,28.8,15.3,1,0,0,1251.7,synthetic_from_weather_and_case_assumptions
2026-01-25,Gambir,Jakarta Pusat,4.2,29.7,14.2,1,0,26112,1093.5,synthetic_from_weather_and_case_assumptions
2026-01-26,Gambir,Jakarta Pusat,3.4,29.1,12.1,0,0,0,992.7,synthetic_from_weather_and_case_assumptions
2026-01-27,Gambir,Jakarta Pusat,10.9,29.0,14.6,0,0,0,979.3,synthetic_from_weather_and_case_assumptions
2026-01-28,Gambir,Jakarta Pusat,31.0,28.6,14.8,0,0,0,1273.7,synthetic_from_weather_and_case_assumptions
2026-01-29,Gambir,Jakarta Pusat,29.8,27.8,13.7,0,0,0,1210.7,synthetic_from_weather_and_case_assumptions
2026-01-30,Gambir,Jakarta Pusat,11.1,29.2,9.7,0,0,0,1100.9,synthetic_from_weather_and_case_assumptions
2026-01-31,Gambir,Jakarta Pusat,17.9,29.4,9.7,1,0,0,1189.0,synthetic_from_weather_and_case_assumptions
2026-02-01,Gambir,Jakarta Pusat,22.6,29.4,11.4,1,0,35491,1135.8,synthetic_from_weather_and_case_assumptions
2026-02-02,Gambir,Jakarta Pusat,15.9,28.7,14.0,0,0,0,1291.9,synthetic_from_weather_and_case_assumptions
2026-02-03,Gambir,Jakarta Pusat,3.2,29.2,12.7,0,0,0,1088.5,synthetic_from_weather_and_case_assumptions
2026-02-04,Gambir,Jakarta Pusat,7.1,29.3,12.6,0,0,0,1099.7,synthetic_from_weather_and_case_assumptions
2026-02-05,Gambir,Jakarta Pusat,11.2,29.0,13.8,0,0,0,1156.1,synthetic_from_weather_and_case_assumptions
2026-02-06,Gambir,Jakarta Pusat,11.7,28.9,16.0,0,0,0,1140.5,synthetic_from_weather_and_case_assumptions
2026-02-07,Gambir,Jakarta Pusat,5.8,29.1,11.7,1,0,0,1146.3,synthetic_from_weather_and_case_assumptions
2026-02-08,Gambir,Jakarta Pusat,20.9,28.5,9.3,1,0,30899,1149.9,synthetic_from_weather_and_case_assumptions
2026-02-09,Gambir,Jakarta Pusat,16.8,29.2,13.7,0,0,0,1156.2,synthetic_from_weather_and_case_assumptions
2026-02-10,Gambir,Jakarta Pusat,13.2,29.4,12.2,0,0,0,1243.7,synthetic_from_weather_and_case_assumptions
2026-02-11,Gambir,Jakarta Pusat,1.6,30.2,14.6,0,0,0,1168.8,synthetic_from_weather_and_case_assumptions
2026-02-12,Gambir,Jakarta Pusat,33.3,30.4,11.0,0,0,0,1287.9,synthetic_from_weather_and_case_assumptions
2026-02-13,Gambir,Jakarta Pusat,6.5,29.3,11.0,0,0,0,1054.2,synthetic_from_weather_and_case_assumptions
2026-02-14,Gambir,Jakarta Pusat,9.9,30.5,11.5,1,0,0,1074.3,synthetic_from_weather_and_case_assumptions
2026-02-15,Gambir,Jakarta Pusat,6.6,29.2,10.4,1,0,46634,1164.2,synthetic_from_weather_and_case_assumptions
2026-02-16,Gambir,Jakarta Pusat,11.9,28.6,15.3,0,0,0,1111.3,synthetic_from_weather_and_case_assumptions
2026-02-17,Gambir,Jakarta Pusat,14.3,29.1,13.0,0,1,0,1320.2,synthetic_from_weather_and_case_assumptions
2026-02-18,Gambir,Jakarta Pusat,3.3,29.0,12.4,0,0,0,961.0,synthetic_from_weather_and_case_assumptions
2026-02-19,Gambir,Jakarta Pusat,31.8,28.6,14.9,0,0,0,1278.6,synthetic_from_weather_and_case_assumptions
2026-02-20,Gambir,Jakarta Pusat,32.7,29.2,13.4,0,0,0,1163.0,synthetic_from_weather_and_case_assumptions
2026-02-21,Gambir,Jakarta Pusat,6.0,29.8,11.8,1,0,0,1101.2,synthetic_from_weather_and_case_assumptions
2026-02-22,Gambir,Jakarta Pusat,28.4,30.3,11.6,1,0,51826,1176.3,synthetic_from_weather_and_case_assumptions
2026-02-23,Gambir,Jakarta Pusat,42.0,28.0,9.5,0,0,0,1087.7,synthetic_from_weather_and_case_assumptions
2026-02-24,Gambir,Jakarta Pusat,0.2,30.5,14.0,0,0,0,1127.6,synthetic_from_weather_and_case_assumptions
2026-02-25,Gambir,Jakarta Pusat,0.5,32.5,15.7,0,0,0,1076.0,synthetic_from_weather_and_case_assumptions
2026-02-26,Gambir,Jakarta Pusat,0.0,31.6,14.3,0,0,0,978.6,synthetic_from_weather_and_case_assumptions
2026-02-27,Gambir,Jakarta Pusat,3.8,28.2,15.1,0,0,0,990.5,synthetic_from_weather_and_case_assumptions
2026-02-28,Gambir,Jakarta Pusat,1.9,31.4,15.7,1,0,0,1094.5,synthetic_from_weather_and_case_assumptions
2026-03-01,Gambir,Jakarta Pusat,2.5,32.2,10.3,1,0,51546,1281.2,synthetic_from_weather_and_case_assumptions
2026-03-02,Gambir,Jakarta Pusat,8.3,30.0,14.1,0,0,0,1077.6,synthetic_from_weather_and_case_assumptions
2026-03-03,Gambir,Jakarta Pusat,13.7,30.5,17.0,0,0,0,1007.6,synthetic_from_weather_and_case_assumptions
2026-03-04,Gambir,Jakarta Pusat,7.0,30.6,16.9,0,0,0,1074.4,synthetic_from_weather_and_case_assumptions
2026-03-05,Gambir,Jakarta Pusat,5.1,29.1,17.3,0,0,0,1066.4,synthetic_from_weather_and_case_assumptions
2026-03-06,Gambir,Jakarta Pusat,3.8,28.4,14.6,0,0,0,892.1,synthetic_from_weather_and_case_assumptions
2026-03-07,Gambir,Jakarta Pusat,21.4,29.9,15.1,1,0,0,1176.8,synthetic_from_weather_and_case_assumptions
2026-03-08,Gambir,Jakarta Pusat,22.2,28.3,14.3,1,0,34008,1196.1,synthetic_from_weather_and_case_assumptions
2026-03-09,Gambir,Jakarta Pusat,3.4,30.9,12.0,0,0,0,1129.0,synthetic_from_weather_and_case_assumptions
2026-03-10,Gambir,Jakarta Pusat,1.5,31.3,14.1,0,0,0,1203.8,synthetic_from_weather_and_case_assumptions
2026-03-11,Gambir,Jakarta Pusat,1.2,31.6,13.0,0,0,0,1152.1,synthetic_from_weather_and_case_assumptions
2026-03-12,Gambir,Jakarta Pusat,0.8,32.4,12.6,0,0,0,1052.9,synthetic_from_weather_and_case_assumptions
2026-03-13,Gambir,Jakarta Pusat,0.1,33.7,11.5,0,0,0,991.8,synthetic_from_weather_and_case_assumptions
2026-03-14,Gambir,Jakarta Pusat,0.1,34.6,13.4,1,0,0,1292.9,synthetic_from_weather_and_case_assumptions
2026-03-15,Gambir,Jakarta Pusat,3.7,33.7,13.3,1,0,46282,1167.6,synthetic_from_weather_and_case_assumptions
2026-03-16,Gambir,Jakarta Pusat,8.6,34.1,11.5,0,0,0,1097.8,synthetic_from_weather_and_case_assumptions
2026-03-17,Gambir,Jakarta Pusat,0.2,33.0,10.4,0,0,0,1068.1,synthetic_from_weather_and_case_assumptions
2026-03-18,Gambir,Jakarta Pusat,0.1,34.7,13.6,0,1,0,1211.7,synthetic_from_weather_and_case_assumptions
2026-03-19,Gambir,Jakarta Pusat,4.3,34.6,12.6,0,1,0,1201.2,synthetic_from_weather_and_case_assumptions
2026-03-20,Gambir,Jakarta Pusat,3.1,35.1,10.8,0,1,0,1167.2,synthetic_from_weather_and_case_assumptions
2026-03-21,Gambir,Jakarta Pusat,8.1,32.7,11.5,1,1,0,1227.9,synthetic_from_weather_and_case_assumptions
2026-03-22,Gambir,Jakarta Pusat,0.3,33.0,8.9,1,1,23842,1259.3,synthetic_from_weather_and_case_assumptions
2026-03-23,Gambir,Jakarta Pusat,3.7,33.3,13.4,0,1,0,1171.2,synthetic_from_weather_and_case_assumptions
2026-03-24,Gambir,Jakarta Pusat,10.2,31.9,12.2,0,1,0,1180.2,synthetic_from_weather_and_case_assumptions
2026-03-25,Gambir,Jakarta Pusat,1.4,32.6,13.1,0,0,0,1081.2,synthetic_from_weather_and_case_assumptions
2026-03-26,Gambir,Jakarta Pusat,3.8,30.7,12.2,0,0,0,1063.5,synthetic_from_weather_and_case_assumptions
2026-03-27,Gambir,Jakarta Pusat,7.8,30.5,12.2,0,0,0,1199.8,synthetic_from_weather_and_case_assumptions
2026-03-28,Gambir,Jakarta Pusat,5.8,28.8,8.8,1,0,61579,997.1,synthetic_from_weather_and_case_assumptions
2026-03-29,Gambir,Jakarta Pusat,3.2,31.6,8.4,1,0,109813,1292.8,synthetic_from_weather_and_case_assumptions
